register,use_case,configuration,fault_model,successes,total_simulations,success_rate_percent
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/alu_operator_o_mode,secretFunction,Baseline,multi_bitflip_reg_multi,890,4864,18.297697
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/check_d_o_tag,secretFunction,Baseline,multi_bitflip_reg_multi,28,2464,1.136364
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/check_s1_o_tag,secretFunction,Baseline,multi_bitflip_reg_multi,171,2464,6.939935
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/check_s2_o_tag,secretFunction,Baseline,multi_bitflip_reg_multi,24,2464,0.974026
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/is_store_post_o_tag,secretFunction,Baseline,multi_bitflip_reg_multi,27,2464,1.095779
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/memory_set_o_tag,secretFunction,Baseline,multi_bitflip_reg_multi,24,2464,0.974026
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/regfile_alu_waddr_ex_o_tag,secretFunction,Baseline,multi_bitflip_reg_multi,530,31744,1.669607
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/register_set_o_tag,secretFunction,Baseline,multi_bitflip_reg_multi,23,2464,0.933442
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[0],secretFunction,Baseline,multi_bitflip_reg_multi,28,2464,1.136364
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[10],secretFunction,Baseline,multi_bitflip_reg_multi,28,2464,1.136364
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[11],secretFunction,Baseline,multi_bitflip_reg_multi,28,2464,1.136364
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[12],secretFunction,Baseline,multi_bitflip_reg_multi,28,2464,1.136364
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[13],secretFunction,Baseline,multi_bitflip_reg_multi,28,2464,1.136364
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[14],secretFunction,Baseline,multi_bitflip_reg_multi,28,2464,1.136364
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[15],secretFunction,Baseline,multi_bitflip_reg_multi,322,2464,13.068182
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[16],secretFunction,Baseline,multi_bitflip_reg_multi,28,2464,1.136364
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[17],secretFunction,Baseline,multi_bitflip_reg_multi,28,2464,1.136364
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[18],secretFunction,Baseline,multi_bitflip_reg_multi,28,2464,1.136364
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[19],secretFunction,Baseline,multi_bitflip_reg_multi,28,2464,1.136364
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[1],secretFunction,Baseline,multi_bitflip_reg_multi,14,2464,0.568182
